

---------------------------------------------------

2192	17888	-2168	18	11	35	3525
2144	17936	-2520	26	-2	38	3558
2256	17896	-2712	28	5	35	3573
2432	18016	-2560	8	30	23	3586
2432	17936	-2208	5	42	22	3596
2280	17840	-2296	17	30	22	3607
1936	17864	-2400	22	19	25	3617
1840	17976	-2208	22	20	30	3628
2320	17904	-1968	23	41	39	3639
2232	17912	-2168	24	26	43	3649
2240	18024	-2512	15	14	42	3660
2080	17904	-2432	9	32	39	3676
1912	17856	-2560	25	45	38	3692
1928	17840	-2408	28	37	40	3709
1976	18016	-2272	24	6	41	3727
2040	17880	-2128	24	-4	44	3744
2152	17768	-2192	20	11	39	3760
1984	17960	-2424	24	-2	35	3776
2112	18120	-2520	19	-3	35	3792
2376	17920	-2360	18	-38	34	3809
2384	18000	-2384	26	-61	30	3825
2400	17832	-2464	23	-50	29	3841
2464	17840	-2464	29	-24	31	3857
2320	18008	-2256	24	-9	35	3873
2376	17960	-2344	29	10	50	3889
2480	17976	-2280	19	14	53	3906
2272	17696	-2448	24	7	51	3922
2112	17984	-2576	21	11	50	3938
2336	17888	-2312	37	6	53	3956
2312	17832	-2488	25	-19	48	3972
2264	17808	-2400	18	-25	49	3989
1928	17832	-2240	19	21	45	4006
2072	17832	-2032	24	33	47	4022
2240	18112	-1944	41	14	45	4038
2200	17792	-2144	40	-66	41	4054
2016	17728	-2544	24	-144	33	4070
1920	17568	-2360	26	-142	23	4087
2168	18024	-2096	46	-28	22	4105
2696	18240	-1824	45	-10	11	4122
3000	18120	-1904	59	-61	5	4138
2952	17912	-2408	47	-72	-6	4154
2816	17960	-2680	51	-54	-8	4170
2920	17816	-2400	49	-101	-6	4188
3264	17848	-2512	34	-141	3	4204
3168	18000	-2520	39	-130	12	4219
3168	18160	-2712	72	-98	35	4244
2912	17896	-2576	65	-54	42	4259
2696	17896	-2720	58	-44	52	4275
2520	18016	-2744	65	-77	67	4292
2168	17784	-2512	69	-116	71	4308
2280	17712	-2720	75	-159	69	4324
2336	17880	-2776	62	-176	74	4340
2344	17912	-2576	51	-180	84	4356
2536	17832	-2712	44	-198	93	4372
2208	17888	-2864	50	-197	109	4388
1960	17760	-2600	44	-184	122	4404
2272	17864	-2632	57	-207	128	4420
2384	17784	-2952	60	-225	136	4437
2776	17984	-2832	41	-234	138	4454
3048	17976	-3128	27	-254	140	4470
3056	18088	-2984	12	-206	142	4486
2928	17760	-2720	-2	-164	133	4502
3008	18192	-2912	20	-100	154	4518
2904	18112	-3024	-8	-90	159	4534
2616	17712	-2912	-9	-68	162	4550
2480	17728	-2768	-18	-80	155	4567
2392	17904	-3056	-31	-83	145	4583
3312	17912	-3144	-24	-60	144	4599
3008	18024	-2736	-11	-20	155	4615
3040	17864	-2592	-24	16	162	4633
3208	17872	-3112	-37	80	161	4649
2888	18112	-2952	-62	141	151	4665
3216	18384	-2800	-60	180	138	4681
2704	18528	-2928	-39	222	134	4697
2512	18600	-2648	-46	218	129	4713
2240	18080	-2392	-47	159	122	4731
1928	17976	-1824	-41	117	119	4747
1496	17816	-1832	-19	105	133	4763
2512	17864	-1800	-72	-34	134	4782
3416	18112	-2576	-85	-159	117	4798
3968	17992	-2840	-103	-156	104	4814
3624	18376	-2880	-63	-85	88	4830
3424	18480	-3208	-67	-2	69	4846
3880	18552	-2552	-82	83	42	4862
4024	18032	-1920	-85	107	18	4878
3624	17504	-1776	-100	132	13	4894
3168	17584	-1560	-91	128	28	4910
2624	17712	-1496	-96	69	64	4934
2720	17792	-2040	-78	20	92	4950
2968	17432	-1832	-53	-58	123	4966
3296	17360	-1536	-27	-127	140	4983
3304	17512	-1688	-50	-169	134	4999
3192	17344	-1376	-41	-142	125	5015
3120	17568	-1312	-41	-108	113	5031
3416	17704	-1616	-54	-141	91	5047
