
-10728	7248	-1432
-7064	6928	7320
-5512	4888	14280
-4568	4592	22024
-5936	5112	25184
-6768	8336	16464
-5320	6976	13936
-5952	6928	13608
-6008	5896	10992
-4656	5680	8264
-3928	5648	10456
-3592	5864	12016
-3424	4304	9424
-4216	5384	8504
-7128	7432	8072
-5072	8912	6960
-6456	9640	9064
-5208	6848	13176
-5120	5944	14624
-4976	5432	14928
-4784	5824	13048
-5128	6960	9656
-4968	7480	9600
-5000	8344	10736
-4848	7824	11512
-5040	7296	11608
-5336	6952	11440
-4856	7544	10232
-4984	7256	9936
-4984	7304	10280
-4976	7248	10432
-5048	7320	11280
-5176	7368	11264
-5104	7392	10512
-5320	6880	11424
-4504	6288	9976
-5640	8168	8840
-4152	6352	10896
-5080	7312	12064
-5120	6696	11112
-5272	6736	11024
-4760	6616	11056
-5064	6976	10072
-4872	7160	10264
-4688	7072	10960
-4920	7160	10784
-5080	6888	10520
-5272	7024	10560
-5248	7088	10736
-5208	7088	10720
-5488	7144	10384
-5312	6984	10600
-5176	7024	10760
-5248	6896	10640
-5384	7176	10616
-5400	7136	10744
-4952	6760	10272
-5336	7392	10560
-5064	6976	10704
-5304	7008	10800
-5424	7232	10512
-5208	6888	10832
-5472	7192	10544
-5376	7136	10872
-5400	7152	10608
-5304	6896	10680
-5448	7064	10544
-5400	6888	10656
-5304	6912	10784
-4888	6416	10600
-5520	7264	10576
-5304	6912	10704
-5416	6944	11016
-5352	6912	10576
-5536	6928	10592
-5640	6888	10888
-5480	7024	10488
-5352	7152	10768
-5272	6960	10880
-5304	6928	10560
-5272	6968	10656
-5456	7080	10984
-5440	6976	10632
-5424	6832	10600
-5320	7104	10680
-5432	6960	10544
-5336	6944	10760
-5304	6784	10976
-4208	6384	9448
-4752	5912	12144
-5632	6872	9752
-5384	6368	10800
-5504	6728	10136
-5440	6744	10144
-4600	5104	5904
-7768	6208	-8
-4752	5248	10608
18576	-17464	32767
-3072	616	9632
-3384	984	12776
-3472	792	12736
-3864	912	12832
-3752	1600	12744
-3288	440	12960
-3464	824	12456
-3376	624	12960
-3688	1152	12688
-3488	1176	12488
-3560	784	11672
-4024	1048	10560
-4096	776	13064
-2120	-2632	16752
-3440	-704	10408
-3296	-1328	13416
-3288	-792	12232
-3128	-1224	12680
-3072	-1016	12536
-3520	-1080	12048
-3200	-1312	12440
-3496	-1536	12824
-3504	-1792	12400
-3640	-1704	12600
-3472	-1912	12312
-3696	-1688	12424
-3592	-2040	12552
-3488	-1768	12184
-3528	-1872	12672
-3496	-1712	12208
-3464	-1824	12408
-3440	-1656	12600
-3576	-1792	12336
-3544	-1816	12488
-3712	-2000	12504
-3624	-1872	12064
-3552	-2080	12128
-3664	-2072	12384
-3616	-2080	12208
-3584	-2064	12056
-3504	-2184	12320
-3528	-2152	12264
-3584	-2200	12344
-3528	-2112	12424
-3376	-1952	12208
-3496	-2080	12552
-3584	-2072	12328
-3568	-1976	12424
-3616	-2208	12464
-3480	-2408	12216
-3544	-2184	12144
-3704	-2152	12264
-3544	-2224	12192
-3664	-2192	12360
-3504	-2488	12000
-3696	-2320	12296
-3912	-1880	12304
-3520	-2216	12272
-3464	-2432	12328
-3496	-2280	12200
-3464	-2072	12432
-3440	-2320	12608
-3496	-2200	12360
-3600	-2344	12312
-3800	-2400	11936
-3600	-2496	12064
-3712	-2536	12248
-3784	-2400	12312
-3752	-2000	12344
-3504	-2256	12504
-3560	-2272	12512
-3616	-2376	12248
-3560	-2272	12280
-3648	-2368	12288
-3808	-2504	12312
-3504	-2504	12080
-3752	-2376	12072
-3728	-2408	12104
-3672	-2456	12024
-3640	-2504	12488
-3648	-2432	12072
-3672	-2384	12352
-3856	-2440	12056
-3704	-2320	12000
-3680	-2432	12296
-3776	-2368	12304
-3712	-2352	12024
-3728	-2504	12384
-3808	-2432	11960
-3688	-2536	12208
-3688	-2568	12120
-3704	-2344	12352
-3696	-2472	12184
-3792	-2568	12472
-3592	-2592	12064
-3768	-2544	12032
-3624	-2456	12176
-3544	-2416	12224
-3704	-2496	12040
-3688	-2552	12048
-3768	-2568	12432
-3600	-2272	12120
-3688	-2360	12072
-3680	-2408	12096
-3624	-2656	12504
-3696	-2480	12192
-3592	-2640	12144
-3696	-2600	12312
-3704	-2488	12224
-3792	-2512	12264
-3776	-2560	12360
-3680	-2528	12128
-3592	-2464	12168
-3808	-2512	11992
-3640	-2560	12016
-3752	-2536	11944
-3840	-2536	11976
-3696	-2584	11992
-3688	-2568	12192
-3584	-2448	12288
-3768	-2416	12304
-3800	-2576	12040
-3744	-2576	12360
-3912	-2624	12280
-3736	-2496	12272
-3920	-2536	12152
-3616	-2720	11952
-3848	-2400	12104
-3824	-2656	12232
-3768	-2600	11928
-3896	-2640	12352
-3736	-2416	12120
-3736	-2472	12080
-3704	-2560	12280
-3768	-2656	12184
-3968	-2608	12224
-3688	-2672	12504
-3680	-2656	12136
-3696	-2624	12128
-3784	-2712	12128
-3656	-2552	12248
-3768	-2544	12152
-3728	-2568	12200
-3784	-2680	12224
-3992	-2560	12168
-3784	-2584	12080
-3944	-2576	12088
-3672	-2440	12280
-3784	-2632	12304
-3736	-2440	12168
-3504	-2848	11880
-3752	-2744	12136
-3856	-2664	11776
-3840	-2672	11912
-4048	-2768	11896
-3952	-2728	11568
-3144	-3088	11816
-3832	-3296	12336
-3768	-3000	11128
-3784	-3536	11680
-3504	-3648	12080
-3464	-3808	12512
-3368	-4128	11864
-3408	-4336	12064
-3224	-4304	11816
-2840	-4312	12208
-3000	-4400	11880
-2864	-4648	11720
-2784	-4400	11960
-2672	-4024	12096
-2824	-3896	12768
-2776	-3872	12064
-2312	-3944	12120
-2392	-3448	12424
-2184	-3776	12352
-2208	-3016	12560
-2496	-2448	12664
-2344	-2600	12480
-2400	-2280	12792
-2360	-2216	12832
-2248	-2688	12776
-2344	-2248	12712
-2344	-2040	12648
-2216	-2192	12632
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
