3512	3512
3520	3520
3529	3529
3537	3537
3545	3545
3554	3554
3562	3562
3570	3570
3579	3579
3589	3589
3598	3598
3606	3606
3614	3614
3624	3624
3632	3632
3640	3640
3649	3649
3657	3657
3666	3666
3674	3674
3685	3685
3772	3772
3780	3780
3789	3789
3797	3797
3805	3805
3814	3814
3822	3822
3834	3834
3843	3843
3851	3851
3862	3862
3878	3878
3895	3895
3912	3912
3929	3929
3946	3946
3963	3963
3981	3981
3998	3998
4015	4015
4032	4032
4051	4051
4068	4068
4085	4085
4104	4104
4121	4121
4138	4138
4155	4155
4172	4172
4189	4189
4206	4206
4222	4222
4241	4241
4259	4259
4276	4276
4293	4293
4310	4310
4407	4407
4423	4423
4448	4448
4465	4465
4482	4482
4499	4499
4518	4518
4535	4535
4552	4552
4569	4569
4586	4586
4603	4603
4621	4621
4638	4638
4654	4654
4671	4671
4688	4688
4710	4710
4727	4727
4745	4745
4762	4762
4779	4779
4797	4797
4814	4814
4831	4831
4848	4848
4866	4866
4884	4884
4931	4931
4967	4967
5080	5080
5119	5119
5156	5156
5190	5190
5225	5225
5259	5259
5293	5293
5328	5328
5362	5362
5399	5399
5433	5433
5468	5468
5503	5503
5538	5538
5572	5572
5606	5606
5641	5641
5678	5678
5712	5712
5746	5746
5783	5783
5818	5818
5852	5852
5886	5886
5921	5921
5955	5955
5989	5989
6024	6024
6059	6059
6094	6094
6128	6128
6250	6250
6284	6284
6319	6319
6353	6353
6387	6387
6422	6422
6456	6456
6490	6490
6525	6525
6559	6559
6593	6593
6628	6628
6664	6664
6699	6699
6736	6736
6770	6770
6804	6804
6838	6838
6873	6873
6907	6907
6941	6941
6976	6976
7010	7010
7047	7047
7081	7081
7115	7115
7150	7150
7184	7184
7253	7253
7304	7304
7354	7354
7483	7483
7534	7534
7585	7585
7638	7638
7689	7689
7739	7739
7790	7790
7841	7841
7891	7891
7942	7942
7993	7993
8045	8045
8096	8096
8147	8147
8198	8198
8251	8251
8301	8301
8351	8351
8402	8402
8452	8452
8502	8502
8553	8553
8603	8603
8653	8653
8703	8703
8756	8756
8822	8822
8874	8874
8925	8925
8976	8976
9026	9026
9155	9155
9206	9206
9256	9256
9306	9306
9357	9357
9407	9407
9457	9457
9510	9510
9562	9562
9613	9613
9663	9663
9713	9713
9764	9764
9814	9814
9865	9865
9915	9915
9966	9966
10016	10016
10068	10068
10119	10119
10169	10169
10221	10221
10272	10272
10322	10322
10372	10372
10426	10426
10476	10476
10527	10527
10577	10577
10630	10630
10680	10680
10809	10809
10860	10860
10910	10910
10963	10963
11013	11013
11063	11063
11114	11114
11164	11164
11214	11214
11267	11267
11317	11317
11368	11368
11418	11418
11469	11469
11519	11519
11569	11569
11620	11620
11672	11672
11722	11722
11773	11773
11823	11823
11875	11875
11926	11926
11976	11976
12029	12029
12080	12080
12130	12130
12180	12180
12231	12231
12281	12281
12331	12331
12384	12384
12515	12515
12565	12565
12615	12615
12665	12665
12716	12716
12766	12766
12816	12816
12866	12866
12917	12917
12967	12967
13017	13017
13070	13070
13121	13121
13185	13185
13236	13236
13288	13288
13339	13339
13390	13390
13441	13441
13492	13492
13544	13544
13610	13610
13671	13671
13722	13722
13774	13774
13828	13828
13879	13879
13931	13931
13982	13982
14034	14034
14164	14164
14215	14215
14269	14269
14321	14321
14372	14372
14424	14424
14475	14475
14526	14526
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
