

---------------------------------------------------

424	16736	-808	82	-27	24	3486
360	16456	-1224	62	-35	8	3499
200	16520	-1168	62	-25	-3	3510
288	16616	-1296	64	-20	-7	3517
16	16704	-1088	49	-12	-14	3525
0	16832	-1248	40	-9	-13	3532
-312	16936	-1128	28	7	-12	3539
-256	16960	-1056	25	12	-13	3547
-192	16800	-1184	9	-2	-10	3554
-144	16752	-1360	2	-15	-11	3561
40	16624	-1376	-1	-46	-11	3569
-48	16768	-968	2	-68	-13	3580
176	16768	-800	-11	-72	-16	3591
64	16568	-912	-37	-43	-16	3602
176	16760	-816	-37	-18	-17	3613
-24	16696	-600	-38	-13	-24	3626
-144	16728	-512	-43	-11	-29	3637
-352	16568	-632	-34	-6	-22	3649
-328	16512	-640	-42	-1	-24	3660
-64	16304	-648	-31	-9	-26	3671
-232	16720	-736	-25	-8	-26	3682
-136	16552	-720	-35	6	-26	3693
-336	16680	-744	-48	14	-24	3704
-272	16576	-760	-48	-4	-26	3716
-272	16648	-648	-43	-17	-28	3728
64	16728	-744	-49	-9	-30	3739
72	16744	-704	-55	-2	-32	3751
16	16584	-816	-56	-4	-37	3762
-144	16744	-640	-54	-26	-48	3774
-144	16680	-552	-53	-60	-54	3785
-128	16600	-304	-56	-62	-57	3798
-464	16600	-24	-75	-54	-51	3810
-680	16600	-152	-70	-60	-47	3821
-408	16856	-344	-62	-73	-47	3832
-296	16512	-352	-56	-69	-46	3843
-464	16456	-200	-56	-37	-35	3855
-608	16448	-120	-50	-28	-28	3866
-648	16728	-40	-45	-40	-21	3878
-376	16432	-152	-28	-55	-28	3889
-336	16520	176	-28	-59	-27	3901
-312	16608	-160	-30	-59	-22	3912
-424	16720	-24	5	-52	-18	3953
-160	16512	-224	6	-35	-16	3962
-480	16744	-304	-8	-28	-14	3973
-344	16664	-168	23	5	-19	3985
-296	16728	-264	9	20	-15	3996
-472	16456	-328	8	44	-13	4010
-456	16768	-384	7	36	-18	4021
-632	16520	-232	14	19	-18	4032
-544	16600	-200	26	-2	-19	4043
-424	16568	-600	22	-7	-17	4055
-128	16488	-712	20	27	-21	4067
-336	16568	-344	25	80	-24	4078
-1184	16528	-184	21	106	-16	4090
-960	16568	-248	25	77	-19	4101
-344	16632	-192	39	48	-20	4112
-232	16552	-232	36	47	-18	4124
-112	16592	-528	29	103	-21	4135
-488	16520	-104	47	137	-18	4146
-1104	16720	360	59	118	-11	4158
-744	16616	-56	48	43	-15	4169
-424	16560	-720	47	20	-3	4180
-360	16864	-712	74	14	-2	4194
-64	16736	-544	79	16	-2	4205
-88	16720	-216	79	29	-4	4216
-240	16648	-408	76	49	-9	4227
-472	16656	-416	69	60	-12	4239
-392	16736	-368	63	28	-13	4251
-376	16720	-824	80	-6	-19	4262
-424	16680	-728	79	-24	-21	4274
-376	16560	-648	88	-22	-33	4285
-392	16712	-512	73	-3	-31	4296
-552	16592	-112	66	4	-34	4308
-704	16584	-592	72	-8	-33	4319
-752	16672	-632	87	-56	-30	4330
-688	16824	-104	102	-87	-34	4342
-920	16768	-360	91	-109	-31	4353
-704	16648	-8	122	-115	-34	4364
-648	16560	64	135	-104	-29	4379
-1008	16416	184	135	-70	-12	4390
-1312	16560	288	161	-74	-4	4401
-1160	16536	-176	165	-107	3	4413
-976	16496	-512	185	-142	9	4424
-920	16800	-496	219	-148	22	4447
-1056	16744	-560	228	-121	35	4457
-1064	16800	-312	256	-95	43	4469
-2136	16616	720	300	-85	74	4480
-2264	16208	1416	369	-95	97	4491
-2336	16096	1928	404	-102	127	4503
-2344	16464	2184	468	-60	185	4514
-2504	16576	1976	529	-24	229	4526
-2424	16912	1768	583	5	275	4537
-2296	16928	1528	639	29	311	4548
-1648	17232	728	714	96	358	4561
-1920	17704	480	740	146	396	4573
-1720	18152	224	780	181	425	4584
-2208	18552	176	828	171	463	4595
-2192	18760	-216	871	154	475	4607
-1992	18752	168	912	125	479	4619
-1760	19144	440	992	116	499	4630
-1040	19752	328	1002	107	508	4641
-776	19856	-416	991	128	538	4653
-488	19640	-448	1016	146	578	4664
744	19536	-1648	1068	149	624	4675
1512	18856	-1808	1016	193	640	4687
344	18320	-2464	1000	301	687	4700
-48	18016	-2112	998	402	710	4711
640	17056	-1784	929	455	617	4722
-24	15984	-2144	723	431	436	4735
-56	15736	-2056	615	568	428	4746
-928	15288	-1416	436	640	371	4757
-1800	14792	-1440	299	673	291	4768
-2088	14112	-1352	44	570	160	4780
-2008	13680	-1496	-104	439	65	4791
-1816	13648	-1280	-245	285	-38	4803
-1120	13840	-952	-378	128	-138	4814
-160	14496	-1592	-589	-66	-297	4825
-384	14752	-1776	-715	-149	-398	4837
-1008	15088	-1616	-801	-212	-499	4848
